,sku,pack,size (GM),brand,price,POS_exposed w-1,volume_on_promo w-1,sales w-1,scope,target
WE 26 January 2019,1027,SINGLE,114.23,BRAND2,0.56,2.0,32.91943127962085,52750.0,1,54116.0
WE 02 February 2019,1027,SINGLE,114.23,BRAND2,0.36,2.0,36.682681646832734,54116.0,1,158269.0
WE 09 February 2019,1027,SINGLE,114.23,BRAND2,0.32,42.0,96.75571337406566,158269.0,1,216450.0
WE 16 February 2019,1027,SINGLE,114.23,BRAND2,0.32,19.0,96.6924000924001,216450.0,1,197648.0
WE 23 February 2019,1027,SINGLE,114.23,BRAND2,0.32,15.0,97.6304339026957,197648.0,1,218458.0
WE 02 March 2019,1027,SINGLE,114.23,BRAND2,0.32,31.0,96.35348671140449,218458.0,1,237531.0
WE 09 March 2019,1027,SINGLE,114.23,BRAND2,0.38,20.0,95.57270419439988,237531.0,1,134122.0
WE 16 March 2019,1027,SINGLE,114.23,BRAND2,0.56,0.0,41.39775726577295,134122.0,1,61123.0
WE 23 March 2019,1027,SINGLE,114.23,BRAND2,0.56,0.0,30.208432177739965,61123.0,1,59246.0
WE 30 March 2019,1027,SINGLE,114.23,BRAND2,0.36,1.0,41.17172467339567,59246.0,1,133224.0
WE 06 April 2019,1027,SINGLE,114.23,BRAND2,0.32,10.0,100.0,133224.0,1,169696.0
WE 13 April 2019,1027,SINGLE,114.23,BRAND2,0.32,19.0,100.0,169696.0,1,161504.0
WE 20 April 2019,1027,SINGLE,114.23,BRAND2,0.41,14.0,98.77241430552803,161504.0,1,104544.0
WE 27 April 2019,1027,SINGLE,114.23,BRAND2,0.56,1.0,99.97666054484236,104544.0,1,60275.0
WE 04 May 2019,1027,SINGLE,114.23,BRAND2,0.56,0.0,24.387888842803815,60275.0,1,70264.0
WE 11 May 2019,1027,SINGLE,114.23,BRAND2,0.56,0.0,31.174427872025507,70264.0,1,60771.0
WE 18 May 2019,1027,SINGLE,114.23,BRAND2,0.56,2.0,29.39510621842655,60771.0,1,50176.0
WE 25 May 2019,1027,SINGLE,114.23,BRAND2,0.56,0.0,38.80580357142857,50176.0,1,48614.0
WE 01 June 2019,1027,SINGLE,114.23,BRAND2,0.56,2.0,26.20130003702637,48614.0,1,58193.0
WE 08 June 2019,1027,SINGLE,114.23,BRAND2,0.56,4.0,34.96503015826646,58193.0,1,69399.0
WE 15 June 2019,1027,SINGLE,114.23,BRAND2,0.56,2.0,22.636349226934104,69399.0,1,71405.0
WE 22 June 2019,1027,SINGLE,114.23,BRAND2,0.56,3.0,26.765632658777395,71405.0,1,66337.0
WE 10 December 2016,2696,SINGLE,395.41,BRAND1,1.14,,,,0,14100.0
WE 17 December 2016,2696,SINGLE,395.41,BRAND1,1.14,0.0,13.931205673758864,14100.0,0,13554.0
WE 24 December 2016,2696,SINGLE,395.41,BRAND1,1.15,1.0,8.401947764497566,13554.0,0,13173.0
WE 31 December 2016,2696,SINGLE,395.41,BRAND1,1.14,0.0,14.104607910119181,13173.0,0,9117.0
WE 07 January 2017,2696,SINGLE,395.41,BRAND1,1.15,0.0,26.96720412416365,9117.0,0,14863.0
WE 14 January 2017,2696,SINGLE,395.41,BRAND1,1.15,1.0,14.569736930633114,14863.0,0,15068.0
WE 21 January 2017,2696,SINGLE,395.41,BRAND1,1.14,1.0,21.964427926732146,15068.0,0,15363.0
WE 28 January 2017,2696,SINGLE,395.41,BRAND1,1.14,0.0,14.551845342706502,15363.0,0,15685.0
WE 04 February 2017,2696,SINGLE,395.41,BRAND1,1.14,0.0,19.85846350015939,15685.0,0,15983.0
WE 11 February 2017,2696,SINGLE,395.41,BRAND1,1.14,1.0,28.19308014765689,15983.0,0,15270.0
WE 18 February 2017,2696,SINGLE,395.41,BRAND1,1.15,1.0,29.47282252783235,15270.0,0,14503.0
WE 25 February 2017,2696,SINGLE,395.41,BRAND1,1.14,1.0,34.66110459904847,14503.0,0,14936.0
WE 04 March 2017,2696,SINGLE,395.41,BRAND1,1.11,1.0,37.15184788430637,14936.0,0,16173.0
WE 11 March 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,45.62913497804984,16173.0,0,16730.0
WE 18 March 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,76.03108188882247,16730.0,0,17052.0
WE 25 March 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,68.66115411681915,17052.0,0,16913.0
WE 01 April 2017,2696,SINGLE,395.41,BRAND1,1.08,1.0,91.33743274404304,16913.0,0,16034.0
WE 08 April 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,91.50555070475241,16034.0,0,16447.0
WE 15 April 2017,2696,SINGLE,395.41,BRAND1,1.11,1.0,23.499726393871224,16447.0,0,14912.0
WE 22 April 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,22.59790772532189,14912.0,0,13913.0
WE 29 April 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,29.290591533098542,13913.0,0,16437.0
WE 06 May 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,27.9953762852102,16437.0,0,16319.0
WE 13 May 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,25.038911698020712,16319.0,0,16657.0
WE 20 May 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,24.183226271237316,16657.0,0,17021.0
WE 27 May 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,35.7152928735092,17021.0,0,18724.0
WE 03 June 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,27.797479171117285,18724.0,0,18702.0
WE 10 June 2017,2696,SINGLE,395.41,BRAND1,1.08,1.0,31.377392792214735,18702.0,0,18219.0
WE 17 June 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,28.666227564630333,18219.0,0,18390.0
WE 24 June 2017,2696,SINGLE,395.41,BRAND1,1.1,1.0,30.164219684611197,18390.0,0,17966.0
WE 01 July 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,36.38094177891573,17966.0,0,16880.0
WE 08 July 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,22.58649289099526,16880.0,0,17527.0
WE 15 July 2017,2696,SINGLE,395.41,BRAND1,1.09,2.0,42.08021909054601,17527.0,0,17096.0
WE 22 July 2017,2696,SINGLE,395.41,BRAND1,1.09,2.0,25.913664014974263,17096.0,0,17006.0
WE 29 July 2017,2696,SINGLE,395.41,BRAND1,1.09,2.0,39.92061625308715,17006.0,0,16833.0
WE 05 August 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,25.300302976296564,16833.0,0,17383.0
WE 12 August 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,26.833112811367428,17383.0,0,17416.0
WE 19 August 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,36.1397565457051,17416.0,0,17591.0
WE 26 August 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,26.777329316127563,17591.0,0,17038.0
WE 02 September 2017,2696,SINGLE,395.41,BRAND1,1.07,2.0,31.403333724615567,17038.0,0,16740.0
WE 09 September 2017,2696,SINGLE,395.41,BRAND1,1.04,0.0,40.19832735961768,16740.0,0,17771.0
WE 16 September 2017,2696,SINGLE,395.41,BRAND1,1.04,0.0,71.90985313150638,17771.0,0,16727.0
WE 23 September 2017,2696,SINGLE,395.41,BRAND1,1.04,0.0,70.11358880851319,16727.0,0,16680.0
WE 30 September 2017,2696,SINGLE,395.41,BRAND1,1.05,0.0,60.75419664268584,16680.0,0,17121.0
WE 07 October 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,50.320658840021025,17121.0,0,16722.0
WE 14 October 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,39.08742973328549,16722.0,0,17585.0
WE 21 October 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,38.44128518623827,17585.0,0,16992.0
WE 28 October 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,35.352518832391716,16992.0,0,16548.0
WE 04 November 2017,2696,SINGLE,395.41,BRAND1,1.08,0.0,45.28704375151076,16548.0,0,16866.0
WE 11 November 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,34.02940827700699,16866.0,0,16705.0
WE 18 November 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,28.685423525890453,16705.0,0,16772.0
WE 25 November 2017,2696,SINGLE,395.41,BRAND1,1.09,3.0,37.99010255187217,16772.0,0,16293.0
WE 02 December 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,22.79445160498374,16293.0,0,15578.0
WE 09 December 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,37.04005648992169,15578.0,0,14911.0
WE 16 December 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,35.17470323921937,14911.0,0,14623.0
WE 23 December 2017,2696,SINGLE,395.41,BRAND1,1.09,1.0,29.958284893660675,14623.0,0,15723.0
WE 30 December 2017,2696,SINGLE,395.41,BRAND1,1.09,0.0,32.794632067671564,15723.0,0,9052.0
WE 06 January 2018,2696,SINGLE,395.41,BRAND1,1.09,0.0,24.034467520989836,9052.0,0,15325.0
WE 13 January 2018,2696,SINGLE,395.41,BRAND1,1.09,0.0,20.432626427406202,15325.0,0,16042.0
WE 20 January 2018,2696,SINGLE,395.41,BRAND1,1.09,4.0,41.40256825832191,16042.0,0,16456.0
WE 27 January 2018,2696,SINGLE,395.41,BRAND1,1.09,0.0,39.11764705882353,16456.0,0,17275.0
WE 03 February 2018,2696,SINGLE,395.41,BRAND1,1.1,4.0,55.00723589001447,17275.0,0,15571.0
WE 10 February 2018,2696,SINGLE,395.41,BRAND1,1.09,2.0,22.387129921007002,15571.0,0,15661.0
WE 17 February 2018,2696,SINGLE,395.41,BRAND1,1.09,0.0,29.712662026690506,15661.0,0,15159.0
WE 24 February 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,31.63929019064582,15159.0,0,17022.0
WE 03 March 2018,2696,SINGLE,395.41,BRAND1,1.08,2.0,20.783691693103044,17022.0,0,16521.0
WE 10 March 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,34.812057381514435,16521.0,0,17260.0
WE 17 March 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,56.56083429895712,17260.0,0,17291.0
WE 24 March 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,34.60008096697704,17291.0,0,17355.0
WE 31 March 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,29.634111207144915,17355.0,0,17893.0
WE 07 April 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,22.58201531325099,17893.0,0,15428.0
WE 14 April 2018,2696,SINGLE,395.41,BRAND1,1.08,2.0,29.850272232304903,15428.0,0,17578.0
WE 21 April 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,27.310843099328707,17578.0,0,18299.0
WE 28 April 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,26.0052461883163,18299.0,0,18275.0
WE 05 May 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,19.67168262653899,18275.0,0,18070.0
WE 12 May 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,15.122855561704482,18070.0,0,18182.0
WE 19 May 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,8.791662083379165,18182.0,0,18503.0
WE 26 May 2018,2696,SINGLE,395.41,BRAND1,1.08,1.0,7.382586607577149,18503.0,0,21330.0
WE 02 June 2018,2696,SINGLE,395.41,BRAND1,1.09,6.0,29.967182372245666,21330.0,0,20610.0
WE 09 June 2018,2696,SINGLE,395.41,BRAND1,1.08,4.0,26.51770984958758,20610.0,0,20834.0
WE 16 June 2018,2696,SINGLE,395.41,BRAND1,1.09,0.0,20.313909954881442,20834.0,0,20725.0
WE 23 June 2018,2696,SINGLE,395.41,BRAND1,1.08,1.0,19.217370325693608,20725.0,0,20258.0
WE 30 June 2018,2696,SINGLE,395.41,BRAND1,1.08,4.0,34.52611314048771,20258.0,0,21676.0
WE 07 July 2018,2696,SINGLE,395.41,BRAND1,1.08,2.0,18.399612474626316,21676.0,0,22450.0
WE 14 July 2018,2696,SINGLE,395.41,BRAND1,1.07,0.0,17.048106904231627,22450.0,0,21277.0
WE 21 July 2018,2696,SINGLE,395.41,BRAND1,1.07,1.0,26.085914367627016,21277.0,0,20812.0
WE 28 July 2018,2696,SINGLE,395.41,BRAND1,1.07,2.0,30.537670574668464,20812.0,0,21175.0
WE 04 August 2018,2696,SINGLE,395.41,BRAND1,1.07,3.0,24.18795749704841,21175.0,0,21264.0
WE 11 August 2018,2696,SINGLE,395.41,BRAND1,1.19,3.0,37.787340105342366,21264.0,0,18092.0
WE 18 August 2018,2696,SINGLE,395.41,BRAND1,1.07,0.0,31.8206942294937,18092.0,0,21539.0
WE 25 August 2018,2696,SINGLE,395.41,BRAND1,1.07,0.0,41.0724731881703,21539.0,0,20911.0
WE 01 September 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,41.29309932571373,20911.0,0,19885.0
WE 08 September 2018,2696,SINGLE,395.41,BRAND1,1.08,2.0,29.925572039225546,19885.0,0,20168.0
WE 15 September 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,40.13932963109877,20168.0,0,19170.0
WE 22 September 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,24.60928534167971,19170.0,0,20193.0
WE 29 September 2018,2696,SINGLE,395.41,BRAND1,1.07,1.0,35.14138562868321,20193.0,0,19987.0
WE 06 October 2018,2696,SINGLE,395.41,BRAND1,1.07,3.0,46.35463050983139,19987.0,0,20609.0
WE 13 October 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,24.054539278955794,20609.0,0,19333.0
WE 20 October 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,28.275487508405316,19333.0,0,18161.0
WE 27 October 2018,2696,SINGLE,395.41,BRAND1,1.08,0.0,32.277958262210234,18161.0,0,17958.0
WE 03 November 2018,2696,SINGLE,395.41,BRAND1,1.08,1.0,28.43579463191892,17958.0,0,18837.0
WE 10 November 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,25.857089770133246,18837.0,0,19092.0
WE 17 November 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,39.02367483762833,19092.0,0,18661.0
WE 24 November 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,30.805423074862016,18661.0,0,17690.0
WE 01 December 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,30.752967778405875,17690.0,0,17575.0
WE 08 December 2018,2696,SINGLE,395.41,BRAND1,1.08,1.0,31.09302987197724,17575.0,0,16720.0
WE 15 December 2018,2696,SINGLE,395.41,BRAND1,1.07,1.0,29.00179425837321,16720.0,0,17219.0
WE 22 December 2018,2696,SINGLE,395.41,BRAND1,1.08,3.0,32.89970381555259,17219.0,0,18415.0
WE 29 December 2018,2696,SINGLE,395.41,BRAND1,1.08,1.0,35.265815910942166,18415.0,0,10032.0
WE 05 January 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,39.026116427432214,10032.0,0,15863.0
WE 12 January 2019,2696,SINGLE,395.41,BRAND1,1.08,3.0,26.056231482065183,15863.0,0,17583.0
WE 19 January 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,33.26849798100438,17583.0,0,17849.0
WE 26 January 2019,2696,SINGLE,395.41,BRAND1,1.27,3.0,32.736287747212735,17849.0,0,13089.0
WE 02 February 2019,2696,SINGLE,395.41,BRAND1,1.5,0.0,3.9002215600886245,13089.0,0,9399.0
WE 09 February 2019,2696,SINGLE,395.41,BRAND1,1.49,0.0,1.3416320885200552,9399.0,0,9401.0
WE 16 February 2019,2696,SINGLE,395.41,BRAND1,1.1,0.0,4.174024039995745,9401.0,0,16850.0
WE 23 February 2019,2696,SINGLE,395.41,BRAND1,1.0,11.0,100.0,16850.0,0,21734.0
WE 02 March 2019,2696,SINGLE,395.41,BRAND1,1.0,5.0,100.0,21734.0,0,23800.0
WE 09 March 2019,2696,SINGLE,395.41,BRAND1,1.04,15.0,100.0,23800.0,0,20514.0
WE 16 March 2019,2696,SINGLE,395.41,BRAND1,1.08,3.0,100.0,20514.0,0,19342.0
WE 23 March 2019,2696,SINGLE,395.41,BRAND1,1.08,3.0,100.0,19342.0,0,19061.0
WE 30 March 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,45.87062588531556,19061.0,0,20080.0
WE 06 April 2019,2696,SINGLE,395.41,BRAND1,1.08,3.0,32.146414342629484,20080.0,0,18910.0
WE 13 April 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,30.42570068746695,18910.0,0,18071.0
WE 20 April 2019,2696,SINGLE,395.41,BRAND1,1.08,2.0,33.28316086547507,18071.0,0,18460.0
WE 27 April 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,28.69122426868905,18460.0,0,16889.0
WE 04 May 2019,2696,SINGLE,395.41,BRAND1,1.08,2.0,20.133222807744687,16889.0,0,18615.0
WE 11 May 2019,2696,SINGLE,395.41,BRAND1,1.08,2.0,33.241471931238245,18615.0,0,20028.0
WE 18 May 2019,2696,SINGLE,395.41,BRAND1,1.08,1.0,21.718593968444182,20028.0,0,22176.0
WE 25 May 2019,2696,SINGLE,395.41,BRAND1,1.09,1.0,17.72231240981241,22176.0,0,22094.0
WE 01 June 2019,2696,SINGLE,395.41,BRAND1,1.28,1.0,32.169367249026884,22094.0,0,14638.0
WE 08 June 2019,2696,SINGLE,395.41,BRAND1,1.5,0.0,0.0,14638.0,0,10870.0
WE 15 June 2019,2696,SINGLE,395.41,BRAND1,1.49,0.0,0.0,10870.0,0,10908.0
WE 22 June 2019,2696,SINGLE,395.41,BRAND1,1.1,0.0,0.8425009167583425,10908.0,0,19403.0
WE 10 December 2016,2698,SINGLE,395.41,BRAND1,1.13,,,,0,5591.0
WE 17 December 2016,2698,SINGLE,395.41,BRAND1,1.14,0.0,8.942944017170452,5591.0,0,5238.0
WE 24 December 2016,2698,SINGLE,395.41,BRAND1,1.14,0.0,13.148148148148147,5238.0,0,5217.0
WE 31 December 2016,2698,SINGLE,395.41,BRAND1,1.13,0.0,6.84301322599195,5217.0,0,3681.0
WE 07 January 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,6.916598750339581,3681.0,0,6299.0
WE 14 January 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,25.178599777742498,6299.0,0,6433.0
WE 21 January 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,8.094201772112546,6433.0,0,6264.0
WE 28 January 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,10.375159642401021,6264.0,0,6176.0
WE 04 February 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,13.131476683937823,6176.0,0,6401.0
WE 11 February 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,28.05499140759256,6401.0,0,5993.0
WE 18 February 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,5.2995161021191395,5993.0,0,5753.0
WE 25 February 2017,2698,SINGLE,395.41,BRAND1,1.14,0.0,24.47766382756823,5753.0,0,5674.0
WE 04 March 2017,2698,SINGLE,395.41,BRAND1,1.1,0.0,16.545646810010574,5674.0,0,6117.0
WE 11 March 2017,2698,SINGLE,395.41,BRAND1,1.08,0.0,32.84289684485859,6117.0,0,6544.0
WE 18 March 2017,2698,SINGLE,395.41,BRAND1,1.08,0.0,81.98808068459658,6544.0,0,6484.0
WE 25 March 2017,2698,SINGLE,395.41,BRAND1,1.08,0.0,87.31801357186922,6484.0,0,6393.0
WE 01 April 2017,2698,SINGLE,395.41,BRAND1,1.08,0.0,75.20882214922572,6393.0,0,6449.0
WE 08 April 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,82.95859823228407,6449.0,0,13255.0
WE 15 April 2017,2698,SINGLE,395.41,BRAND1,1.11,0.0,19.806110901546585,13255.0,0,15713.0
WE 22 April 2017,2698,SINGLE,395.41,BRAND1,1.1,0.0,23.06561445936486,15713.0,0,15438.0
WE 29 April 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,20.786371291618085,15438.0,0,18331.0
WE 06 May 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,26.0929572854727,18331.0,0,18255.0
WE 13 May 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,29.495480690221854,18255.0,0,18309.0
WE 20 May 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,23.676880222841227,18309.0,0,18474.0
WE 27 May 2017,2698,SINGLE,395.41,BRAND1,1.08,0.0,23.98018837284833,18474.0,0,23061.0
WE 03 June 2017,2698,SINGLE,395.41,BRAND1,1.07,0.0,37.83443909630979,23061.0,0,23726.0
WE 10 June 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,32.610638118519766,23726.0,0,20038.0
WE 17 June 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,9.213993412516219,20038.0,0,19476.0
WE 24 June 2017,2698,SINGLE,395.41,BRAND1,1.1,1.0,13.744608749229823,19476.0,0,18706.0
WE 01 July 2017,2698,SINGLE,395.41,BRAND1,1.09,1.0,23.381268042339357,18706.0,0,17150.0
WE 08 July 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,12.373177842565598,17150.0,0,18258.0
WE 15 July 2017,2698,SINGLE,395.41,BRAND1,1.09,1.0,30.400372439478584,18258.0,0,17449.0
WE 22 July 2017,2698,SINGLE,395.41,BRAND1,1.09,3.0,22.00699180468795,17449.0,0,17315.0
WE 29 July 2017,2698,SINGLE,395.41,BRAND1,1.09,2.0,27.256713831937628,17315.0,0,17552.0
WE 05 August 2017,2698,SINGLE,395.41,BRAND1,1.09,1.0,35.37659525979945,17552.0,0,17883.0
WE 12 August 2017,2698,SINGLE,395.41,BRAND1,1.09,1.0,21.72230610076609,17883.0,0,17636.0
WE 19 August 2017,2698,SINGLE,395.41,BRAND1,1.09,1.0,34.65978679972783,17636.0,0,18702.0
WE 26 August 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,25.365736284889312,18702.0,0,18311.0
WE 02 September 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,30.819725847851014,18311.0,0,18042.0
WE 09 September 2017,2698,SINGLE,395.41,BRAND1,1.1,4.0,24.51723755681188,18042.0,0,18065.0
WE 16 September 2017,2698,SINGLE,395.41,BRAND1,1.11,0.0,20.638804317741492,18065.0,0,16677.0
WE 23 September 2017,2698,SINGLE,395.41,BRAND1,1.11,0.0,13.665527373028722,16677.0,0,16690.0
WE 30 September 2017,2698,SINGLE,395.41,BRAND1,1.1,2.0,28.578190533253444,16690.0,0,17953.0
WE 07 October 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,34.23327577563638,17953.0,0,17667.0
WE 14 October 2017,2698,SINGLE,395.41,BRAND1,1.07,0.0,30.99167940227543,17667.0,0,20379.0
WE 21 October 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,39.599587810981895,20379.0,0,18076.0
WE 28 October 2017,2698,SINGLE,395.41,BRAND1,1.09,5.0,41.93184332816995,18076.0,0,16937.0
WE 04 November 2017,2698,SINGLE,395.41,BRAND1,1.09,5.0,40.24502568341501,16937.0,0,17511.0
WE 11 November 2017,2698,SINGLE,395.41,BRAND1,1.09,7.0,40.36891097024727,17511.0,0,16891.0
WE 18 November 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,25.633177431768395,16891.0,0,16878.0
WE 25 November 2017,2698,SINGLE,395.41,BRAND1,1.1,0.0,32.91325986491291,16878.0,0,16217.0
WE 02 December 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,26.59924770302769,16217.0,0,15565.0
WE 09 December 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,17.94282043045294,15565.0,0,14559.0
WE 16 December 2017,2698,SINGLE,395.41,BRAND1,1.09,0.0,24.981798200425853,14559.0,0,13938.0
WE 23 December 2017,2698,SINGLE,395.41,BRAND1,1.1,0.0,35.11479408810446,13938.0,0,15143.0
WE 30 December 2017,2698,SINGLE,395.41,BRAND1,1.1,0.0,25.9466420128112,15143.0,0,9653.0
WE 06 January 2018,2698,SINGLE,395.41,BRAND1,1.1,0.0,28.013052936910803,9653.0,0,15793.0
WE 13 January 2018,2698,SINGLE,395.41,BRAND1,1.09,0.0,13.281833723801684,15793.0,0,16382.0
WE 20 January 2018,2698,SINGLE,395.41,BRAND1,1.09,0.0,34.61604199731413,16382.0,0,16019.0
WE 27 January 2018,2698,SINGLE,395.41,BRAND1,1.09,0.0,34.938510518758974,16019.0,0,16609.0
WE 03 February 2018,2698,SINGLE,395.41,BRAND1,1.1,0.0,39.9145041844783,16609.0,0,14985.0
WE 10 February 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,9.197197197197198,14985.0,0,15187.0
WE 17 February 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,32.732600250214,15187.0,0,14754.0
WE 24 February 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,26.447065202656905,14754.0,0,16433.0
WE 03 March 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,20.51907746607436,16433.0,0,15797.0
WE 10 March 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,43.841235677660315,15797.0,0,16715.0
WE 17 March 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,52.64552796889023,16715.0,0,16419.0
WE 24 March 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,33.737742858883,16419.0,0,15868.0
WE 31 March 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,38.52974539954626,15868.0,0,16358.0
WE 07 April 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,26.70130822838978,16358.0,0,14096.0
WE 14 April 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,41.97431895573212,14096.0,0,16159.0
WE 21 April 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,25.120985209480786,16159.0,0,17424.0
WE 28 April 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,35.12568870523416,17424.0,0,17166.0
WE 05 May 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,14.288127694279387,17166.0,0,16761.0
WE 12 May 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,19.883658492930014,16761.0,0,17217.0
WE 19 May 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,16.665505024104085,17217.0,0,18600.0
WE 26 May 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,12.803225806451612,18600.0,0,13200.0
WE 02 June 2018,2698,SINGLE,395.41,BRAND1,1.08,2.0,38.47878787878788,13200.0,0,11712.0
WE 09 June 2018,2698,SINGLE,395.41,BRAND1,1.07,4.0,26.220969945355193,11712.0,0,11690.0
WE 16 June 2018,2698,SINGLE,395.41,BRAND1,1.08,0.0,27.805816937553463,11690.0,0,11695.0
WE 23 June 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,30.492518170158185,11695.0,0,11393.0
WE 30 June 2018,2698,SINGLE,395.41,BRAND1,1.07,2.0,48.33406477661722,11393.0,0,12381.0
WE 07 July 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,27.138357160164766,12381.0,0,12917.0
WE 14 July 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,21.347836184872648,12917.0,0,12292.0
WE 21 July 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,22.28603970061829,12292.0,0,12481.0
WE 28 July 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,22.36038778943995,12481.0,0,12478.0
WE 04 August 2018,2698,SINGLE,395.41,BRAND1,1.07,0.0,24.002243949350856,12478.0,0,12847.0
WE 11 August 2018,2698,SINGLE,395.41,BRAND1,1.17,3.0,43.82735268934382,12847.0,0,11351.0
WE 18 August 2018,2698,SINGLE,395.41,BRAND1,1.06,0.0,26.133380318914632,11351.0,0,14557.0
WE 25 August 2018,2698,SINGLE,395.41,BRAND1,1.06,0.0,37.27004190423851,14557.0,0,14368.0
